Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2005,2005 Annual,Air Pollution,Alabama,43,14.2,0.61,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Alaska,4,6.3,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Arizona,14,9.3,-1.14,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Arkansas,27,11.4,-0.39,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,California,50,16.3,1.36,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Colorado,11,8.2,-1.54,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Connecticut,38,13.2,0.25,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Delaware,46,14.6,0.75,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Florida,13,9.2,-1.18,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Georgia,48,14.9,0.86,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Hawaii,1,5.2,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Idaho,5,6.8,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Illinois,45,14.4,0.68,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Indiana,44,14.3,0.64,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Iowa,22,10.6,-0.68,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Kansas,23,10.7,-0.64,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Kentucky,42,13.8,0.46,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Louisiana,26,11.2,-0.46,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Maine,20,10.4,-0.75,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Maryland,37,13.1,0.21,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Massachusetts,24,10.8,-0.61,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Michigan,39,13.4,0.32,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
2005,2005 Annual,Air Pollution,Minnesota,12,9,-1.25,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2002-2004
