Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2001,2001 Annual,All Determinants,North Carolina,36,-0.142,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,North Dakota,18,0.253,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Ohio,26,0.095,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Oklahoma,38,-0.202,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Oregon,22,0.17,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Pennsylvania,20,0.247,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Rhode Island,8,0.404,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,South Carolina,48,-0.42,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,South Dakota,21,0.18,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Tennessee,43,-0.293,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Texas,41,-0.241,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,United States,,,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Utah,7,0.412,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Vermont,5,0.449,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Virginia,13,0.337,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Washington,11,0.371,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,West Virginia,39,-0.204,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Wisconsin,16,0.299,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Wyoming,34,-0.104,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Alaska,32,-0.066,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Arizona,37,-0.184,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Arkansas,44,-0.297,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,California,23,0.145,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Colorado,9,0.39,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Alabama,42,-0.286,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Connecticut,2,0.606,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Delaware,31,-0.047,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Florida,45,-0.357,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Georgia,35,-0.124,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Hawaii,17,0.267,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Idaho,29,0.064,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Illinois,28,0.066,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Indiana,24,0.121,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Iowa,10,0.376,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Kansas,19,0.248,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Kentucky,40,-0.215,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Louisiana,50,-0.58,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Maine,6,0.437,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Maryland,14,0.321,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Massachusetts,4,0.535,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Michigan,25,0.099,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Minnesota,1,0.621,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Mississippi,46,-0.369,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Missouri,30,0.062,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Montana,27,0.071,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Nebraska,12,0.338,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,Nevada,47,-0.371,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,New Hampshire,3,0.566,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,New Jersey,15,0.319,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,New Mexico,49,-0.483,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Determinants,New York,33,-0.082,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Alaska,5,0.455,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Arizona,19,0.201,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Arkansas,45,-0.426,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,California,13,0.281,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Colorado,5,0.455,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Connecticut,16,0.256,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Delaware,41,-0.269,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Florida,28,0.069,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Georgia,40,-0.265,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Hawaii,1,0.627,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Idaho,7,0.45,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Illinois,34,-0.116,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Indiana,36,-0.194,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Iowa,12,0.301,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Kansas,21,0.182,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Kentucky,46,-0.434,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Louisiana,48,-0.517,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Maine,21,0.182,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Maryland,33,-0.112,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Alabama,49,-0.529,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Massachusetts,10,0.343,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Michigan,31,-0.081,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Minnesota,3,0.482,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Mississippi,50,-0.621,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Missouri,37,-0.21,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Montana,17,0.239,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Nebraska,20,0.2,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Nevada,39,-0.252,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,New Hampshire,9,0.367,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,New Jersey,26,0.079,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,New Mexico,11,0.326,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,New York,27,0.072,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,North Carolina,37,-0.21,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,North Dakota,4,0.469,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Ohio,35,-0.168,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Oklahoma,43,-0.387,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Oregon,15,0.258,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Pennsylvania,32,-0.095,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Rhode Island,25,0.131,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,South Carolina,42,-0.343,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,South Dakota,14,0.263,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Tennessee,44,-0.402,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Texas,29,0.026,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,United States,,,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Utah,1,0.627,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Vermont,21,0.182,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Virginia,30,0.015,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Washington,8,0.372,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,West Virginia,47,-0.489,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Wisconsin,24,0.172,,,,America's Health Rankings composite measure,2001
2001,2001 Annual,All Outcomes,Wyoming,18,0.228,,,,America's Health Rankings composite measure,2001
