Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2004,2004 Annual,Air Pollution,Alabama,43,14.5,0.59,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Alaska,4,6,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Arizona,13,9.3,-1.21,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Arkansas,28,11.7,-0.38,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,California,50,16.5,1.27,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Colorado,9,8.2,-1.58,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Connecticut,38,13.6,0.28,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Delaware,46,14.8,0.69,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Florida,12,9.2,-1.24,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
2004,2004 Annual,Air Pollution,Georgia,48,15.3,0.86,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2001-2003
