Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2003,2003 Annual,Air Pollution,Alabama,45,15.6,0.79,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Alaska,4,6.3,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Arizona,16,9.9,-1.09,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Arkansas,29,12.5,-0.23,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,California,50,17.2,1.32,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Colorado,8,8.2,-1.65,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Connecticut,37,13.7,0.16,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Delaware,44,15.1,0.63,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Florida,14,9.8,-1.12,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Georgia,49,16.5,1.09,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Hawaii,2,5.3,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Idaho,5,7.5,-1.88,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Illinois,45,15.6,0.79,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Indiana,42,14.7,0.49,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Iowa,22,11,-0.72,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Kansas,24,11.1,-0.69,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Kentucky,40,14.4,0.4,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Louisiana,28,12.1,-0.36,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Maine,19,10.5,-0.89,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Maryland,38,13.9,0.23,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Massachusetts,24,11.1,-0.69,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Michigan,39,14,0.26,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Minnesota,14,9.8,-1.12,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Mississippi,35,13.6,0.13,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Missouri,30,12.9,-0.1,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Montana,10,8.7,-1.48,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Nebraska,8,8.2,-1.65,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,Nevada,12,9.5,-1.22,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,New Hampshire,16,9.9,-1.09,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
2003,2003 Annual,Air Pollution,New Jersey,32,13.4,0.07,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2018",2000-2002
