Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2017,2017 Senior,Able-bodied,Alaska,41,60.4,-1.3,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Alabama,47,58.6,-1.8,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,United States,,64.6,,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Arkansas,48,57.7,-2,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Arizona,24,65.1,0.2,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,California,26,64.7,0,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Colorado,9,67.3,0.8,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Connecticut,1,69,1.3,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,District of Columbia,,65.4,,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Delaware,2,68.5,1.2,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Florida,15,66.5,0.6,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Georgia,32,63.5,-0.3,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Hawaii,13,67,0.7,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Iowa,9,67.3,0.8,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Idaho,35,63,-0.5,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Illinois,16,66.4,0.5,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Indiana,39,62.2,-0.7,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Kansas,32,63.5,-0.3,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Kentucky,45,59.3,-1.6,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Louisiana,43,60.2,-1.3,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Massachusetts,11,67.2,0.8,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Maryland,4,68.2,1.1,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Maine,19,65.9,0.4,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Michigan,28,64.6,0,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Minnesota,5,68,1,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Missouri,36,62.9,-0.5,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Mississippi,49,57.4,-2,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Montana,20,65.6,0.3,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,North Carolina,32,63.5,-0.3,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,North Dakota,30,64.1,-0.2,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Nebraska,16,66.4,0.5,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,New Hampshire,6,67.4,0.9,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,New Jersey,6,67.4,0.9,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,New Mexico,44,59.4,-1.6,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,Nevada,25,64.8,0.1,,,"U.S. Census Bureau, American Community Survey",2015
2017,2017 Senior,Able-bodied,New York,14,66.6,0.6,,,"U.S. Census Bureau, American Community Survey",2015
