Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2013,2013 Senior,Able-bodied,Alaska,43,57.9,-1.48,,,AHR data,
2013,2013 Senior,Able-bodied,Alabama,48,56.4,-1.9,,,AHR data,
2013,2013 Senior,Able-bodied,United States,,63.2,,,,AHR data,
2013,2013 Senior,Able-bodied,Arkansas,47,56.4,-1.89,,,AHR data,
2013,2013 Senior,Able-bodied,Arizona,8,66.4,0.9,,,AHR data,
2013,2013 Senior,Able-bodied,California,29,63.0,-0.05,,,AHR data,
2013,2013 Senior,Able-bodied,Colorado,12,65.9,0.74,,,AHR data,
2013,2013 Senior,Able-bodied,Connecticut,2,67.3,1.15,,,AHR data,
2013,2013 Senior,Able-bodied,District of Columbia,,64.3,,,,AHR data,
2013,2013 Senior,Able-bodied,Delaware,5,66.8,1,,,AHR data,
2013,2013 Senior,Able-bodied,Florida,14,65.7,0.7,,,AHR data,
2013,2013 Senior,Able-bodied,Georgia,39,60.8,-0.66,,,AHR data,
2013,2013 Senior,Able-bodied,Hawaii,16,65.5,0.63,,,AHR data,
2013,2013 Senior,Able-bodied,Iowa,4,67.0,1.06,,,AHR data,
2013,2013 Senior,Able-bodied,Idaho,38,61.4,-0.49,,,AHR data,
2013,2013 Senior,Able-bodied,Illinois,21,64.7,0.41,,,AHR data,
2013,2013 Senior,Able-bodied,Indiana,31,62.5,-0.2,,,AHR data,
2013,2013 Senior,Able-bodied,Kansas,30,62.5,-0.19,,,AHR data,
2013,2013 Senior,Able-bodied,Kentucky,45,57.1,-1.69,,,AHR data,
2013,2013 Senior,Able-bodied,Louisiana,46,57.1,-1.71,,,AHR data,
2013,2013 Senior,Able-bodied,Massachusetts,10,66.2,0.83,,,AHR data,
2013,2013 Senior,Able-bodied,Maryland,7,66.6,0.96,,,AHR data,
2013,2013 Senior,Able-bodied,Maine,34,61.9,-0.37,,,AHR data,
2013,2013 Senior,Able-bodied,Michigan,28,63.1,-0.04,,,AHR data,
2013,2013 Senior,Able-bodied,Minnesota,1,68.0,1.35,,,AHR data,
2013,2013 Senior,Able-bodied,Missouri,35,61.7,-0.42,,,AHR data,
2013,2013 Senior,Able-bodied,Mississippi,50,54.0,-2,,,AHR data,
2013,2013 Senior,Able-bodied,Montana,27,63.1,-0.03,,,AHR data,
2013,2013 Senior,Able-bodied,North Carolina,37,61.5,-0.48,,,AHR data,
2013,2013 Senior,Able-bodied,North Dakota,22,64.4,0.34,,,AHR data,
2013,2013 Senior,Able-bodied,Nebraska,18,65.0,0.5,,,AHR data,
2013,2013 Senior,Able-bodied,New Hampshire,9,66.3,0.85,,,AHR data,
2013,2013 Senior,Able-bodied,New Jersey,6,66.8,1,,,AHR data,
2013,2013 Senior,Able-bodied,New Mexico,41,59.1,-1.14,,,AHR data,
2013,2013 Senior,Able-bodied,Nevada,11,66.1,0.81,,,AHR data,
2013,2013 Senior,Able-bodied,New York,13,65.7,0.7,,,AHR data,
2013,2013 Senior,Able-bodied,Ohio,26,63.5,0.09,,,AHR data,
2013,2013 Senior,Able-bodied,Oklahoma,44,57.5,-1.6,,,AHR data,
2013,2013 Senior,Able-bodied,Oregon,33,62.2,-0.26,,,AHR data,
2013,2013 Senior,Able-bodied,Pennsylvania,23,64.4,0.33,,,AHR data,
2013,2013 Senior,Able-bodied,Rhode Island,19,65.0,0.49,,,AHR data,
2013,2013 Senior,Able-bodied,South Carolina,36,61.6,-0.45,,,AHR data,
2013,2013 Senior,Able-bodied,South Dakota,24,64.0,0.22,,,AHR data,
2013,2013 Senior,Able-bodied,Tennessee,42,58.6,-1.28,,,AHR data,
2013,2013 Senior,Able-bodied,Texas,40,59.3,-1.08,,,AHR data,
2013,2013 Senior,Able-bodied,Utah,15,65.5,0.63,,,AHR data,
2013,2013 Senior,Able-bodied,Virginia,20,64.8,0.44,,,AHR data,
2013,2013 Senior,Able-bodied,Vermont,17,65.1,0.52,,,AHR data,
2013,2013 Senior,Able-bodied,Washington,32,62.3,-0.25,,,AHR data,
2013,2013 Senior,Able-bodied,Wisconsin,3,67.2,1.1,,,AHR data,
2013,2013 Senior,Able-bodied,West Virginia,49,55.7,-2,,,AHR data,
2013,2013 Senior,Able-bodied,Wyoming,25,63.6,0.12,,,AHR data,
2013,2013 Senior,Air Pollution,Alaska,3,6,-2,,,AHR data,
2013,2013 Senior,Air Pollution,Alabama,41,11,0.25,,,AHR data,
2013,2013 Senior,Air Pollution,United States,,10.5,,,,AHR data,
2013,2013 Senior,Air Pollution,Arkansas,39,10.8,0.15,,,AHR data,
2013,2013 Senior,Air Pollution,Arizona,25,9.4,-0.56,,,AHR data,
2013,2013 Senior,Air Pollution,California,50,15.3,2,,,AHR data,
2013,2013 Senior,Air Pollution,Colorado,5,6.7,-1.92,,,AHR data,
2013,2013 Senior,Air Pollution,Connecticut,23,9.3,-0.61,,,AHR data,
2013,2013 Senior,Air Pollution,District of Columbia,,10.9,,,,AHR data,
2013,2013 Senior,Air Pollution,Delaware,41,11,0.25,,,AHR data,
2013,2013 Senior,Air Pollution,Florida,10,7.6,-1.47,,,AHR data,
2013,2013 Senior,Air Pollution,Georgia,45,11.5,0.51,,,AHR data,
2013,2013 Senior,Air Pollution,Hawaii,19,8.9,-0.81,,,AHR data,
2013,2013 Senior,Air Pollution,Iowa,34,10.1,-0.2,,,AHR data,
2013,2013 Senior,Air Pollution,Idaho,18,8.7,-0.91,,,AHR data,
2013,2013 Senior,Air Pollution,Illinois,46,11.7,0.61,,,AHR data,
2013,2013 Senior,Air Pollution,Indiana,49,13.1,1.32,,,AHR data,
2013,2013 Senior,Air Pollution,Kansas,20,9.1,-0.71,,,AHR data,
2013,2013 Senior,Air Pollution,Kentucky,44,11.4,0.46,,,AHR data,
2013,2013 Senior,Air Pollution,Louisiana,26,9.5,-0.51,,,AHR data,
2013,2013 Senior,Air Pollution,Massachusetts,15,8.4,-1.06,,,AHR data,
2013,2013 Senior,Air Pollution,Maryland,40,10.9,0.2,,,AHR data,
2013,2013 Senior,Air Pollution,Maine,12,7.8,-1.37,,,AHR data,
2013,2013 Senior,Air Pollution,Michigan,26,9.5,-0.51,,,AHR data,
2013,2013 Senior,Air Pollution,Minnesota,13,8.2,-1.16,,,AHR data,
2013,2013 Senior,Air Pollution,Missouri,35,10.3,-0.1,,,AHR data,
2013,2013 Senior,Air Pollution,Mississippi,31,10,-0.25,,,AHR data,
2013,2013 Senior,Air Pollution,Montana,10,7.6,-1.47,,,AHR data,
2013,2013 Senior,Air Pollution,North Carolina,31,10,-0.25,,,AHR data,
2013,2013 Senior,Air Pollution,North Dakota,2,5.6,-2,,,AHR data,
2013,2013 Senior,Air Pollution,Nebraska,13,8.2,-1.16,,,AHR data,
2013,2013 Senior,Air Pollution,New Hampshire,9,7.5,-1.52,,,AHR data,
2013,2013 Senior,Air Pollution,New Jersey,21,9.2,-0.66,,,AHR data,
2013,2013 Senior,Air Pollution,New Mexico,4,6.1,-2,,,AHR data,
2013,2013 Senior,Air Pollution,Nevada,15,8.4,-1.06,,,AHR data,
2013,2013 Senior,Air Pollution,New York,21,9.2,-0.66,,,AHR data,
2013,2013 Senior,Air Pollution,Ohio,47,12,0.76,,,AHR data,
2013,2013 Senior,Air Pollution,Oklahoma,29,9.9,-0.3,,,AHR data,
2013,2013 Senior,Air Pollution,Oregon,8,7.3,-1.62,,,AHR data,
2013,2013 Senior,Air Pollution,Pennsylvania,47,12,0.76,,,AHR data,
2013,2013 Senior,Air Pollution,Rhode Island,15,8.4,-1.06,,,AHR data,
2013,2013 Senior,Air Pollution,South Carolina,38,10.5,0,,,AHR data,
2013,2013 Senior,Air Pollution,South Dakota,5,6.7,-1.92,,,AHR data,
2013,2013 Senior,Air Pollution,Tennessee,37,10.4,-0.05,,,AHR data,
2013,2013 Senior,Air Pollution,Texas,35,10.3,-0.1,,,AHR data,
2013,2013 Senior,Air Pollution,Utah,29,9.9,-0.3,,,AHR data,
2013,2013 Senior,Air Pollution,Virginia,28,9.7,-0.41,,,AHR data,
2013,2013 Senior,Air Pollution,Vermont,7,7,-1.77,,,AHR data,
2013,2013 Senior,Air Pollution,Washington,23,9.3,-0.61,,,AHR data,
2013,2013 Senior,Air Pollution,West Virginia,43,11.2,0.35,,,AHR data,
2013,2013 Senior,Air Pollution,Wisconsin,31,10,-0.25,,,AHR data,
2013,2013 Senior,Air Pollution,Wyoming,1,5.1,-2,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Alabama,41,-0.223340476,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Alaska,44,-0.320342857,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Arizona,26,0.025264286,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Arkansas,47,-0.379038095,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,California,25,0.034488095,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Colorado,6,0.306659524,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Connecticut,8,0.249447619,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Delaware,14,0.182311905,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Florida,30,-0.014188095,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Georgia,43,-0.272566667,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Hawaii,11,0.20477619,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Idaho,22,0.043483333,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Illinois,35,-0.145345238,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Indiana,31,-0.04152619,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Iowa,3,0.372278571,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Kansas,15,0.178985714,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Kentucky,40,-0.215933333,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Louisiana,48,-0.488952381,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Maine,9,0.235430952,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Maryland,13,0.184435714,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Massachusetts,4,0.343102381,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Michigan,29,0.004683333,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Minnesota,1,0.474404762,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Mississippi,50,-0.5825,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Missouri,34,-0.063233333,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Montana,36,-0.163221429,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Nebraska,12,0.190933333,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Nevada,45,-0.32115,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,New Hampshire,5,0.31002381,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,New Jersey,27,0.023509524,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,New Mexico,42,-0.245407143,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,New York,28,0.00652381,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,North Carolina,18,0.101766667,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,North Dakota,16,0.149233333,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Ohio,19,0.086842857,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Oklahoma,49,-0.531109524,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Oregon,17,0.10527619,,,,AHR data,
2013,2013 Senior,All Determinants - Seniors,Pennsylvania,10,0.233616667,,,,AHR data,
