Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Senior,Able-bodied,Alaska,42,59.8,-1.1,62.7,56.9,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Alabama,45,57.7,-1.8,58.7,56.7,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,United States,,63.7,,63.9,63.5,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Arkansas,46,57.6,-1.8,59,56.2,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Arizona,11,66.2,0.7,67,65.4,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,California,31,63.3,-0.1,63.7,62.9,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Colorado,10,66.5,0.8,67.5,65.5,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Connecticut,2,67.8,1.2,68.8,66.8,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,District of Columbia,,65.4,,67.9,62.9,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Delaware,3,67.5,1.1,69.3,65.7,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Florida,12,66,0.7,66.4,65.6,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Georgia,39,61.8,-0.6,62.6,61,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Hawaii,21,65.1,0.4,66.5,63.7,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Iowa,4,67.4,1.1,68.4,66.4,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Idaho,37,62.2,-0.4,64,60.4,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Illinois,23,64.8,0.3,65.4,64.2,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Indiana,33,62.7,-0.3,63.5,61.9,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Kansas,28,63.8,0,65,62.6,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Kentucky,46,57.6,-1.8,58.4,56.8,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Louisiana,48,57.5,-1.8,58.7,56.3,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Massachusetts,12,66,0.7,66.8,65.2,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Maryland,6,67,1,67.8,66.2,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Maine,27,63.9,0.1,65.3,62.5,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Michigan,29,63.7,0,64.3,63.1,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Minnesota,1,68.2,1.3,69,67.4,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Missouri,35,62.4,-0.4,63.2,61.6,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Mississippi,50,54.9,-2,56.3,53.5,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Montana,30,63.6,0,65.6,61.6,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,North Carolina,36,62.3,-0.4,63.1,61.5,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,North Dakota,12,66,0.7,68,64,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Nebraska,16,65.8,0.6,67.2,64.4,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,New Hampshire,8,66.6,0.8,68.2,65,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,New Jersey,7,66.9,0.9,67.7,66.1,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,New Mexico,43,58.9,-1.4,60.3,57.5,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Nevada,24,64.4,0.2,65.8,63,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,New York,12,66,0.7,66.4,65.6,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Ohio,24,64.4,0.2,64.8,64,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Oklahoma,44,58,-1.7,59,57,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Oregon,37,62.2,-0.4,63.4,61,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Pennsylvania,20,65.2,0.4,65.6,64.8,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Rhode Island,18,65.4,0.5,67.2,63.6,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,South Carolina,33,62.7,-0.3,63.7,61.7,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,South Dakota,26,64.3,0.2,65.9,62.7,"U.S. Census Bureau, American Community Survey",2011-2013
2015,2015 Senior,Able-bodied,Tennessee,41,59.9,-1.1,60.7,59.1,"U.S. Census Bureau, American Community Survey",2011-2013
