Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2019,2019 Senior,Able-bodied,Alaska,43,61.3,-1.13,64.2,58.4,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Alabama,46,58.9,-1.79,60,57.8,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,United States,,65.4,,65.5,65.3,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Arkansas,48,58,-2,59.2,56.8,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Arizona,21,65.8,0.11,66.6,65,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,California,29,65.3,-0.03,65.7,64.9,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Colorado,12,67.7,0.63,68.7,66.7,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Connecticut,2,70.4,1.38,71.5,69.3,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,District of Columbia,,60.6,,63.5,57.7,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Delaware,1,71.2,1.6,73.1,69.3,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Florida,18,67.1,0.47,67.6,66.6,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Georgia,34,64.2,-0.33,64.9,63.5,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Hawaii,15,67.4,0.55,68.9,65.9,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Iowa,4,69.8,1.21,70.9,68.7,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Idaho,33,64.3,-0.3,66.1,62.5,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Illinois,18,67.1,0.47,67.7,66.5,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Indiana,36,64.1,-0.36,64.9,63.3,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Kansas,36,64.1,-0.36,65.5,62.7,"U.S. Census Bureau, American Community Survey",2017
2019,2019 Senior,Able-bodied,Kentucky,45,59.5,-1.62,60.6,58.4,"U.S. Census Bureau, American Community Survey",2017
